0.951457	0.103231
0.9763	0.154074
1.00069	-0.237682
1.00069	-0.244917
0.975947	0.116057
0.95119	0.0601069
0.92642	0.0338695
0.901639	-0.000275999
0.876848	-0.0294523
0.852046	-0.0573306
0.827235	-0.0830029
0.802415	-0.107631
0.777586	-0.131301
0.752748	-0.154171
0.727902	-0.1765
0.703047	-0.198499
0.678185	-0.220317
0.653314	-0.242298
0.628435	-0.26421
0.603547	-0.285471
0.578652	-0.309174
0.553748	-0.333127
0.528835	-0.356695
0.503914	-0.380886
0.478984	-0.407042
0.454046	-0.4346
0.4291	-0.461538
0.404147	-0.490108
0.379186	-0.519757
0.354219	-0.550214
0.329248	-0.583569
0.304274	-0.616954
0.2793	-0.653108
0.254329	-0.690839
0.229367	-0.730087
0.20442	-0.77566
0.179499	-0.824345
0.154618	-0.87891
0.129799	-0.942555
0.105078	-1.01544
0.0813724	-1.09583
0.0610187	-1.18785
0.0441549	-1.28208
0.0306146	-1.34351
0.0199173	-1.36116
0.0119722	-1.31967
0.006208	-1.13986
0.00246929	-0.74827
0.0005866	-0.22132
0	0.335012
0.000550273	0.767847
0.00236333	0.975838
0.00598188	0.982664
0.0115564	0.842283
0.0192522	0.658107
0.0295531	0.493809
0.0425601	0.352365
0.058933	0.231286
0.0789622	0.136288
0.102468	0.0630542
0.127261	0.0101931
0.152157	-0.0283929
0.177119	-0.0553145
0.202122	-0.0737154
0.227153	-0.0853999
0.2522	-0.0955029
0.277256	-0.103422
0.302315	-0.104631
0.327375	-0.105409
0.352433	-0.106042
0.377485	-0.103533
0.402532	-0.100717
0.427572	-0.0976861
0.452604	-0.0935121
0.477628	-0.0874583
0.502643	-0.0821858
0.52765	-0.0773148
0.552649	-0.0718153
0.577639	-0.0646211
0.60262	-0.0576275
0.627593	-0.0515202
0.652558	-0.0445121
0.677515	-0.036884
0.702463	-0.0286206
0.727403	-0.020545
0.752334	-0.01168
0.777257	-0.0024019
0.802172	0.00768111
0.827077	0.0188569
0.851974	0.0314416
0.87686	0.0463118
0.901737	0.0628139
0.926603	0.0857578
